Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,,Adventure,N/A,0,0,0,,,,,"",""
Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.03,,,,,"",""
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.23,0.04,0.02,,,,,Hijinx Studios,T
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.28,91,39,8.6,1247,Ubisoft Montreal,M
NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0.05,82,17,5.8,41,EA Sports,E
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0,0,0,,,,,"",""
Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.6,0.16,0.07,,,,,"",""
RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0,62,8,8.3,12,Atari,E
Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0,0,0,,,,,"",""
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,53,11,4.5,8,Microids,T
Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0,,,,,"",""
Sacred 3,PC,2014,Role-Playing,Deep Silver,0,0.02,0,57,47,1.4,544,Deep Silver,M
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.54,0.11,,,6.5,17,The Sims Studio,T
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0.01,,,,,Dancing Dots,E
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0,0.02,89,27,8.2,160,PopCap,E10+
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0.05,33,6,3.7,9,Farsight Studios,E
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0,0.01,,,,,"",""
Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.04,0.03,0.01,63,4,,,Silicon Dreams,E
LEGO Harry Potter: Years 5-7,PC,,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.03,80,5,8.5,44,Traveller's Tales,E10+
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,62,12,6.4,5,InXile Entertainment,E
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0,0.02,0,58,5,5.8,30,Rebellion,M
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0,0,0,77,9,8.3,16,Arc System Works,T
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.02,76,76,8.4,139,Grasshopper Manufacture,M
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0,0,0,,,,,"",""
The Space Bar,SAT,1996,Adventure,Sega,0,0,0,,,,,"",""
Royal Palace of White Sword and The City of Gentiles,XB,2005,Role-Playing,Take-Two Interactive,0.06,0.02,0,,,,,"",""
Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,,,,,"",""
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0.04,59,15,6.7,6,Acclaim,T
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,0.03,0,,,,,"Vicious Cycle, Little Orbit",E10+
Megamind: The Blue Defender,DS,2010,Adventure,THQ,0.19,0.06,0.02,,,,,"",""
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,0,,,,,"",""
All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,80,14,9.2,5,Acclaim,E
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0.03,,,,,"",""
Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0,0,0,,,,,"",""
Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0.03,50,7,6.6,8,Razorworks Studios,E
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.39,0.01,37,5,6.3,4,Razorworks,E
DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0,0,0,,,,,"",""
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0,0,0,,,,,"",""
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0.01,93,55,8.8,1128,Relic,M
Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0.03,,,,,"",""
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Adventure,Revolution (Japan),0,0,0,,,,,"",""
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,Konami Digital Entertainment,0.08,0,0.01,,,,,Blitz Games,E10+
Dragonfire,2600,1981,Action,Imagic,0.35,0.02,0,,,,,"",""
Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,0,,,,,"",""
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.01,48,13,5,20,Ubisoft,M
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0.01,52,35,5.7,24,Namco Bandai Games,T
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.02,0,89,71,8.3,2191,Obsidian Entertainment,M
A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,0,0,0,,,,,"",""
Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0,75,9,,,Hudson,E
Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.05,0,0,,,,,"",""
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.01,35,24,2,10,Black Ops Entertainment,T
Shrek the Third,X360,2007,Action,Activision,0.54,0.09,0.06,,,,,"",""
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.01,49,16,4.6,7,Konami,T
Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0,0,0,,,,,"",""
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0.02,72,9,6,5,Mass Media,E
NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0,,,,,"",""
Face Training,DS,2007,Misc,Nintendo,0,0,0,,,,,"",""
FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.3,1.39,,,,,"",""
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0.04,,,4.3,12,EA Sports,E
R/C Stunt Copter,PS,1998,Simulation,Interplay,0.04,0.03,0.01,,,,,"",""
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,0,,,,,"",""
7th Dragon 2020,PSP,2011,Role-Playing,Sega,0,0,0,,,,,"",""
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,,,8.2,11,BioWare,M
Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.03,,,,,"",""
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,,,,,Rebellion,E
War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,,,6.4,8,Enigma Software Productions,T
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,,,7.8,5,Ubisoft,T
Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0,,,,,"",""
End of Nations,PC,2012,Strategy,Trion Worlds,0.01,0,0,,,,,Petroglyph,T
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.01,70,14,7.5,6,Racjin,T
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,69,41,6.9,74,Reflections Interactive,M
Football Manager 2015,PC,2014,Simulation,Sega,0,0.44,0.03,80,36,6,151,Sports Interactive,""
DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0.01,73,7,,,Firebrand Games,E
12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0,0,0,,,,,"",""
Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,,,,,"",""
Rewrite,PSV,2014,Adventure,Prototype,0,0,0,,,,,"",""
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0.02,,,,,Activision,E10+
Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,85,41,8.3,375,Quantic Dream,M
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.15,57,4,8.4,37,Sand Grain Studios,T
Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,,,,,Zoo Games,E
That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0,0.02,,,,,Handheld Games,E
Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.03,35,9,3.4,16,Acclaim,T
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0,0,0,,,,,"",""
Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.04,0.03,,,,,"",""
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0,,,,,"",""
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.02,54,6,,,Atari,E
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,0.01,0.01,0,,,,,"",""
Sengoku Basara 4: Sumeragi,PS3,2015,Action,Capcom,0,0,0,,,,,"",""
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.02,46,21,5.6,19,"Pipeworks Software, Inc.",E10+
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.22,0.09,0.03,69,6,3.4,256,Treyarch,M
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,0.11,0.07,0.02,,,,,"",""
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0.06,,,5.1,116,"Sumo Digital, Playground Games",E10+
Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.52,0.25,89,35,7.9,781,Arkane Studios,M
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.01,70,35,7.8,24,Acquire,M
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.01,69,28,7.5,52,Sandlot,M
Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.05,73,28,7.6,34,Sonic Team,E
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,50,11,7.8,6,FreeStyleGames,T
World Party Games,Wii,2009,Misc,505 Games,0.07,0,0.01,,,,,505 Games,E
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,0.08,0.06,0.01,65,4,7,10,Ubisoft Shanghai,E
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0,0.01,69,15,7.6,8,Loose Cannon Studios,E10+
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,0.01,0,59,16,7.9,10,Level 5,""
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,,,,,505 Games,E
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.26,83,59,8.8,55,Neversoft Entertainment,T
WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0.01,,,,,"",""
Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0.01,,,,,"",""
Around the World in 80 Days,DS,2010,Action,PlayV,0,0.14,0.02,,,,,"",""
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,0,,,,,"",""
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.4,0.52,84,55,6.9,113,Slightly Mad Studios,E
Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0.01,,,,,"",""
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0,,,,,"",""
Sonic Jam,SAT,1997,Platform,Sega,0,0,0,,,,,"",""
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0,0,0,,,,,"",""
We Sing,Wii,2009,Misc,Nordic Games,0,0.67,0.08,,,,,"",""
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0.04,56,14,7.6,21,Warthog,E
S.C.A.R.S,PS,1998,Racing,Ubisoft,0.05,0.03,0.01,,,,,"",""
MySims Agents,DS,2009,Adventure,Electronic Arts,0.54,0.42,0.11,60,5,,,TOSE,E
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0.06,70,19,5.2,27,Kush Games,E
Barnyard,GBA,2006,Action,THQ,0.03,0.01,0,56,8,,,Halfbrick Studios,E
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.04,38,42,5,46,EA Bright Light,T
Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0,0,0,,,,,"",""
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0,0,0,,,,,"",""
Mario Kart Wii,Wii,2008,Racing,Nintendo,15.68,12.76,3.29,82,73,8.3,709,Nintendo,E
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.97,0.34,0.13,74,38,6.5,79,Avalanche Software,E10+
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008,Racing,Takara Tomy,0,0,0,,,,,"",""
Phantasy Star Ø,DS,2008,Role-Playing,Sega,0.16,0,0.01,,,,,"",""
Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.12,0.08,0.02,88,22,6.8,156,Arkane Studios,M
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,34,4,,,Revolution Software,E
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0.04,74,27,7,13,Yuke's,T
Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0,,,,,"",""
Backbreaker,PS3,,Sports,Unknown,0.16,0,0.01,58,25,7,52,NaturalMotion,E
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0,0,0,,,,,"",""
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.01,40,15,6.8,13,Red Tribe,E10+
Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.02,81,40,7.9,22,Nippon Ichi Software,T
Minna to Issho,PSV,2011,Misc,Sony Computer Entertainment,0,0,0,,,,,"",""
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.04,82,8,8.4,162,Konami,T
Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0,51,9,7.2,10,Climax Group,M
Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.02,57,50,6.8,33,Beenox,T
Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.07,0,0,66,4,,,MileStone Inc.,E
Ryu Ga Gotoku Kenzan!,PS3,2008,Adventure,Sega,0,0,0,,,,,"",""
Aeon Flux,XB,2005,Action,THQ,0.01,0,0,69,27,3,4,Terminal Reality,T
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,,,2,6,Data Design Interactive,E
Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0.01,50,32,,,Konami,E
A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0.09,,,,,"",""
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0,0,0,,,,,"",""
Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0.03,,,,,"",""
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.18,0.09,,,3.2,19,Electronic Arts,E
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.05,71,56,7.3,64,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0.01,75,6,,,Left Field Productions,T
Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,58,6,8,4,Aspyr,E10+
Myst,PSP,2006,Adventure,Midway Games,0,0.01,0,69,4,4.8,5,Hoplite Research,E
Scooby-Doo! Unmasked,GC,2005,Platform,THQ,0.12,0.03,0,,,,,"",""
Chameleon Twist,N64,1997,Platform,Sunsoft,0.09,0.02,0,,,,,"",""
Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,0.46,,,,,"",""
Flushed Away,DS,2006,Platform,D3Publisher,0.09,0,0.01,,,,,"",""
Hyrule Warriors,WiiU,2014,Action,Nintendo,0.58,0.42,0.1,76,81,8.3,662,Omega Force,T
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.03,,,,,"",""
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.01,0.04,74,22,8.1,22,EA Chicago,T
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.96,0.21,88,73,7,206,Criterion Games,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0.01,56,4,,,Tantalus Interactive,E
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.05,77,68,8,114,Monolith Productions,M
WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.16,,,,,"",""
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0,0,0,,,,,"",""
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,0.36,73,50,7.6,119,Nintendo,E
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.01,72,75,8.4,49,Climax Group,M
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.02,70,14,8.1,46,"Artificial Mind and Movement, EA Redwood Shores",M
Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0,,,,,"",""
Killer7,PS2,2005,Action,Capcom,0.04,0.03,0.01,70,39,8.1,36,Grasshopper Manufacture,M
Mortal Kombat 4,PS,1998,Fighting,GT Interactive,0.81,0.55,0.1,,,,,"",""
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.13,,,,,"",""
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.37,0.03,0.03,80,26,7.7,21,Firaxis Games,E10+
Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.41,0.25,0.07,55,6,,,Amaze Entertainment,E
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,0.26,0.1,0.01,58,7,,,Natsume,E
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0.01,33,5,,,Tantatus,E10+
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.03,79,62,8.2,113,Team Ninja,T
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.03,80,6,8.2,127,TT Games,E10+
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0.01,77,15,6.9,15,Gearbox Software,M
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0,0,0,,,,,"",""
Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0,0.03,0,,,,,"",""
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,0,,,,,"",""
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.02,82,6,9.3,78,Victor Interactive Software,E
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.07,0.01,0.01,,,,,"",""
Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,0.08,0.03,0,,,6,5,Full Fat,E
My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009,Misc,Mentor Interactive,0.37,0,0.03,,,,,"",""
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0,66,27,,,Cing,""
Emma at the Farm,DS,2008,Adventure,Aspyr,0.03,0,0,,,,,Nobilis,E
PoPoLoCrois (JP sales),PSP,2005,Role-Playing,Ignition Entertainment,0,0,0,,,,,"",""
ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0,70,10,,,Konami Computer Entertainment Nagoya,E
Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.01,,,,,"",""
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.06,85,54,8,188,Nintendo,T
Breach,PC,2011,Shooter,Destineer,0.01,0,0,61,12,5.8,43,Atomic Games,T
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.09,86,15,5.7,183,Visual Concepts,E
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.02,59,11,6.8,6,Avalanche Software,E10+
Point Blank DS (JP sales),DS,2006,Shooter,Atari,0,0,0,,,,,"",""
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0.02,,,6.7,7,Visual Concepts,E10+
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0,0,0,,,,,"",""
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.11,0,0.01,,,,,"",""
Portable Island: Tenohira Resort,PSP,2006,Simulation,Namco Bandai Games,0,0,0,,,,,"",""
Metroid,NES,1986,Action,Nintendo,1.33,0.31,0.05,,,,,"",""
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0,0,0,,,,,"",""
Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0.07,78,33,6.6,25,KCET,T
Fishdom,DS,2011,Puzzle,Atari,0.05,0,0,,,,,Playrix Entertainment,E
Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0,0.01,,,,,"",""
San Francisco Rush 2049,N64,2000,Racing,Midway Games,0.16,0.04,0,,,,,"",""
Just Dance 4,WiiU,2012,Misc,Ubisoft,0.21,0.13,0.03,66,14,7.8,37,Ubisoft Paris,E10+
Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0,0.02,,,,,"",""
Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,0.25,0.15,0.04,70,54,6.9,180,Double Helix Games,M
SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0,0,0,,,,,"",""
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.01,59,38,7.3,23,Koei,M
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0.01,57,7,6.3,6,Ubisoft Casablanca,E10+
Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0,0,0,,,,,"",""
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,73,38,8.4,22,Beep Industries,T
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,57,9,8.3,10,Namco,T
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,75,18,5.6,5,EA Sports,E
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.24,0.03,0.02,72,33,8.7,30,Ubisoft,E
4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0.04,64,11,,,Terminal Reality,E
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.03,78,26,8.1,52,Neverland,E
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0,56,30,6,7,Hit Maker,E10+
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.45,0.12,0.13,,,4.6,13,Visual Concepts,E
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,0.12,0.32,0.06,,,,,"",""
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0.01,,,,,THQ,T
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,,,,,Revolution Software,""
Mushihimesama,X360,2012,Action,Cave,0,0,0,,,,,"",""
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.02,0.03,66,58,7.9,53,Ubisoft,T
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,Namco Bandai Games,0,0,0,,,,,"",""
Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,0.01,,,,,"",""
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0.01,,,,,EM Studios,E
Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0.01,,,,,"",""
Triple Play 97,PS,1996,Sports,Electronic Arts Victor,0.21,0.15,0.03,,,,,"",""
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,0.03,0,,,,,"",""
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.14,82,49,7.8,345,Gearbox Software,M
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,0.02,,,,,"",""
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0,0.01,77,19,7.2,12,Blue Castle Games,E
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,63,8,6.2,5,Beenox,E10+
Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0,0,0,,,,,"",""
A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0,0,0,,,,,"",""
Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.04,,,,,"",""
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.01,75,33,8.7,49,"Omiya Soft, Jamsworks",T
Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.03,57,27,7.9,139,Sonic Team,E
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,0,,,,,"",""
NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0.03,73,23,7.4,14,EA Tiburon,E
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,75,21,7.3,206,Avalanche Studios,M
Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0,0,0,,,,,"",""
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.01,54,17,4,5,Hudson Soft,E
Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.03,75,16,8.8,30,From Software,T
Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0.01,,,,,"",""
