<TICKER>;<PER>;<DATE>;<TIME>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ГАЗПРОМ ао;W;01/12/14;00:00;147.95;140.5;140.5;252490540
ГАЗПРОМ ао;W;08/12/14;00:00;142.76;130.51;134.49;195321890
ГАЗПРОМ ао;W;15/12/14;00:00;139.96;113.73;138.7;361084710
ГАЗПРОМ ао;W;22/12/14;00:00;140;132.51;134.6;121824030
ГАЗПРОМ ао;W;29/12/14;00:00;139.43;129.74;130.31;53135340
ГАЗПРОМ ао;W;05/01/15;00:00;147.5;129.15;141.7;105633790
ГАЗПРОМ ао;W;12/01/15;00:00;150.2;139;149.6;161607980
ГАЗПРОМ ао;W;19/01/15;00:00;152.93;145.72;152.83;209210700
ГАЗПРОМ ао;W;26/01/15;00:00;154.47;142.13;143.82;175650360
ГАЗПРОМ ао;W;02/02/15;00:00;152.2;137.43;151.6;230456470
ГАЗПРОМ ао;W;09/02/15;00:00;162.75;147.7;162.4;306082960
ГАЗПРОМ ао;W;16/02/15;00:00;166.94;156.3;158;227540110
ГАЗПРОМ ао;W;23/02/15;00:00;155.75;149.1;152.95;155440810
ГАЗПРОМ ао;W;02/03/15;00:00;160.6;151.47;152.12;177869220
ГАЗПРОМ ао;W;09/03/15;00:00;151.7;141.14;141.8;132034810
ГАЗПРОМ ао;W;16/03/15;00:00;142.89;134.51;136;186482330
ГАЗПРОМ ао;W;23/03/15;00:00;138.33;131.7;134.88;160371140
ГАЗПРОМ ао;W;30/03/15;00:00;145.65;134.24;143.94;161855520
ГАЗПРОМ ао;W;06/04/15;00:00;151.9;143.36;148;215736110
ГАЗПРОМ ао;W;13/04/15;00:00;153.55;143.9;149.3;213684470
ГАЗПРОМ ао;W;20/04/15;00:00;156.2;146.62;153.89;182761410
ГАЗПРОМ ао;W;27/04/15;00:00;155.18;149.7;153.5;108797740
ГАЗПРОМ ао;W;04/05/15;00:00;158.7;150.81;155.52;114940340
ГАЗПРОМ ао;W;11/05/15;00:00;157;151.05;152.98;99020960
ГАЗПРОМ ао;W;18/05/15;00:00;154.28;144.45;148.8;108641280
ГАЗПРОМ ао;W;25/05/15;00:00;149.5;139;139;149488900
ГАЗПРОМ ао;W;01/06/15;00:00;144;138.23;142.4;163223060
ГАЗПРОМ ао;W;08/06/15;00:00;147.7;141.5;145.4;94532710
ГАЗПРОМ ао;W;15/06/15;00:00;149.17;142.35;147.15;131332840
ГАЗПРОМ ао;W;22/06/15;00:00;149.39;142.61;145.18;101902760
ГАЗПРОМ ао;W;29/06/15;00:00;146.95;142.25;144.33;85921490
ГАЗПРОМ ао;W;06/07/15;00:00;144.86;139.55;143.9;119167770
ГАЗПРОМ ао;W;13/07/15;00:00;146.5;141;143.6;116268580
ГАЗПРОМ ао;W;20/07/15;00:00;144.2;135.85;136.41;121575910
ГАЗПРОМ ао;W;27/07/15;00:00;142.6;132.77;142.5;142995750
ГАЗПРОМ ао;W;03/08/15;00:00;143.95;139.9;141.34;135452100
ГАЗПРОМ ао;W;10/08/15;00:00;145.45;138;144.8;151224120
ГАЗПРОМ ао;W;17/08/15;00:00;144.89;139.8;140.29;137224310
ГАЗПРОМ ао;W;24/08/15;00:00;147.35;134.1;146.6;201483630
ГАЗПРОМ ао;W;31/08/15;00:00;148.2;142.17;142.8;151908260
ГАЗПРОМ ао;W;07/09/15;00:00;145.4;141.2;142.4;111544570
ГАЗПРОМ ао;W;14/09/15;00:00;143.87;139.1;139.5;130926690
ГАЗПРОМ ао;W;21/09/15;00:00;140.84;131.5;133.85;175994680
ГАЗПРОМ ао;W;28/09/15;00:00;135.73;130.36;131.5;165750280
ГАЗПРОМ ао;W;05/10/15;00:00;145.32;132.27;143.81;226873150
ГАЗПРОМ ао;W;12/10/15;00:00;144.99;138.81;141;138221160
ГАЗПРОМ ао;W;19/10/15;00:00;141.52;138.2;138.94;144459670
ГАЗПРОМ ао;W;26/10/15;00:00;139.99;135.18;135.75;156815340
ГАЗПРОМ ао;W;02/11/15;00:00;142.94;135.12;137.75;133170130
ГАЗПРОМ ао;W;09/11/15;00:00;138.87;134.53;136;162786810
ГАЗПРОМ ао;W;16/11/15;00:00;149.98;135.6;148.05;241452250
ГАЗПРОМ ао;W;23/11/15;00:00;152.84;140.62;140.65;207964520
ГАЗПРОМ ао;W;30/11/15;00:00;142.47;136.3;137.7;172412620
ГАЗПРОМ ао;W;07/12/15;00:00;138.58;132.5;133.8;152068410
ГАЗПРОМ ао;W;14/12/15;00:00;138.69;130.9;132.25;170207410
ГАЗПРОМ ао;W;21/12/15;00:00;138.08;131;134.48;126871390
ГАЗПРОМ ао;W;28/12/15;00:00;137.55;133.76;136.09;50898690
ГАЗПРОМ ао;W;04/01/16;00:00;137.28;134.42;135.94;37088500
ГАЗПРОМ ао;W;11/01/16;00:00;135.25;125.05;125.1;210608040
ГАЗПРОМ ао;W;18/01/16;00:00;132.98;122.75;132.4;199660430
ГАЗПРОМ ао;W;25/01/16;00:00;137.2;130.34;136.6;167123430
ГАЗПРОМ ао;W;01/02/16;00:00;136.34;130.91;134.43;161530780
ГАЗПРОМ ао;W;08/02/16;00:00;135.19;129.31;131.3;159321530
ГАЗПРОМ ао;W;15/02/16;00:00;138.9;132.01;136.59;168679130
ГАЗПРОМ ао;W;22/02/16;00:00;139.98;135.55;138.67;115206210
ГАЗПРОМ ао;W;29/02/16;00:00;146.16;137.5;146.16;177870020
ГАЗПРОМ ао;W;07/03/16;00:00;150.15;143.6;144.3;142633100
ГАЗПРОМ ао;W;14/03/16;00:00;150.74;141.91;150.65;198732610
ГАЗПРОМ ао;W;21/03/16;00:00;150.64;144.49;146.04;143008980
ГАЗПРОМ ао;W;28/03/16;00:00;149.09;142.86;147.2;143768700
ГАЗПРОМ ао;W;04/04/16;00:00;147.5;143.05;145.7;121733760
ГАЗПРОМ ао;W;11/04/16;00:00;154.9;145.1;147.99;208454430
ГАЗПРОМ ао;W;18/04/16;00:00;164.76;143.28;161.2;345739100
ГАЗПРОМ ао;W;25/04/16;00:00;169.47;158.61;168.47;229162090
ГАЗПРОМ ао;W;02/05/16;00:00;170.43;158.25;159.27;125034600
ГАЗПРОМ ао;W;09/05/16;00:00;162.34;156.15;159.85;105104130
ГАЗПРОМ ао;W;16/05/16;00:00;162.54;145.64;146.7;229196520
ГАЗПРОМ ао;W;23/05/16;00:00;149.88;143.83;149.88;146918140
ГАЗПРОМ ао;W;30/05/16;00:00;150.29;142.7;143.41;142719000
ГАЗПРОМ ао;W;06/06/16;00:00;149.14;142.44;142.44;116821370
ГАЗПРОМ ао;W;13/06/16;00:00;143.13;138.4;139.32;118382680
ГАЗПРОМ ао;W;20/06/16;00:00;144.2;136.87;141.25;128656490
ГАЗПРОМ ао;W;27/06/16;00:00;141.89;138.52;140.05;103987350
ГАЗПРОМ ао;W;04/07/16;00:00;142.35;138.84;140.27;100507750
ГАЗПРОМ ао;W;11/07/16;00:00;147.37;140.33;147.37;139381690
ГАЗПРОМ ао;W;18/07/16;00:00;148.25;137.82;140.6;128069630
ГАЗПРОМ ао;W;25/07/16;00:00;141.98;136.54;137.3;121978930
ГАЗПРОМ ао;W;01/08/16;00:00;138.69;133.2;135.5;120995630
ГАЗПРОМ ао;W;08/08/16;00:00;138.65;135.72;137.83;109872770
ГАЗПРОМ ао;W;15/08/16;00:00;139.37;136.26;136.8;102455690
ГАЗПРОМ ао;W;22/08/16;00:00;137.9;134.32;136.2;82627160
ГАЗПРОМ ао;W;29/08/16;00:00;136.84;134;135.55;93653370
ГАЗПРОМ ао;W;05/09/16;00:00;143.83;135.76;138.54;186860960
ГАЗПРОМ ао;W;12/09/16;00:00;139.72;134.73;136.47;118367340
ГАЗПРОМ ао;W;19/09/16;00:00;138.15;135.18;136.7;109019020
ГАЗПРОМ ао;W;26/09/16;00:00;136.8;133.57;134.9;116544850
ГАЗПРОМ ао;W;03/10/16;00:00;136.75;134.1;136.1;100962980
ГАЗПРОМ ао;W;10/10/16;00:00;140.23;135.75;136.2;126772500
ГАЗПРОМ ао;W;17/10/16;00:00;136.46;133.95;134.96;73587490
ГАЗПРОМ ао;W;24/10/16;00:00;136.14;134.4;135;65029310
ГАЗПРОМ ао;W;31/10/16;00:00;143.64;136.16;139.9;160443590
ГАЗПРОМ ао;W;07/11/16;00:00;151.3;137.55;147.88;272436670
ГАЗПРОМ ао;W;14/11/16;00:00;149.67;145.14;146.96;139335720
ГАЗПРОМ ао;W;21/11/16;00:00;152.25;147.6;151.31;116192830
ГАЗПРОМ ао;W;28/11/16;00:00;153.7;147.34;152.35;174533160
ГАЗПРОМ ао;W;05/12/16;00:00;154.55;150.92;152.99;152159000
ГАЗПРОМ ао;W;12/12/16;00:00;160.62;154.03;156.2;256598720
ГАЗПРОМ ао;W;19/12/16;00:00;157.75;147.22;149.05;122881900
ГАЗПРОМ ао;W;26/12/16;00:00;154.55;148.8;154.55;64213240
ГАЗПРОМ ао;W;02/01/17;00:00;158.7;152.05;154.1;78027380
ГАЗПРОМ ао;W;09/01/17;00:00;158.5;153.3;157.95;107224070
ГАЗПРОМ ао;W;16/01/17;00:00;158.2;147.7;149.7;134293140
ГАЗПРОМ ао;W;23/01/17;00:00;154.53;147.1;154.09;139132880
ГАЗПРОМ ао;W;30/01/17;00:00;153.9;148.15;149.35;112054140
ГАЗПРОМ ао;W;06/02/17;00:00;149.7;140.5;140.5;193718760
ГАЗПРОМ ао;W;13/02/17;00:00;142.67;137.23;138.12;148457130
ГАЗПРОМ ао;W;20/02/17;00:00;140.13;135.6;136.75;91008970
ГАЗПРОМ ао;W;27/02/17;00:00;137.48;130.64;134.8;243415230
ГАЗПРОМ ао;W;06/03/17;00:00;135.97;127.8;128.78;143824060
ГАЗПРОМ ао;W;13/03/17;00:00;131.34;127.2;128.94;199006230
ГАЗПРОМ ао;W;20/03/17;00:00;132.94;128.02;130.05;164617470
ГАЗПРОМ ао;W;27/03/17;00:00;129.99;126.8;127.9;126195120
ГАЗПРОМ ао;W;03/04/17;00:00;131.25;126.8;128.72;131951690
ГАЗПРОМ ао;W;10/04/17;00:00;128.4;122.63;122.85;148494550
ГАЗПРОМ ао;W;17/04/17;00:00;124.39;120.55;123;135224530
ГАЗПРОМ ао;W;24/04/17;00:00;137.77;123.38;136.75;334511630
ГАЗПРОМ ао;W;01/05/17;00:00;138.43;132.91;134.41;125256740
ГАЗПРОМ ао;W;08/05/17;00:00;135.43;130.2;132.5;84295490
ГАЗПРОМ ао;W;15/05/17;00:00;133.92;124;124.19;224425060
ГАЗПРОМ ао;W;22/05/17;00:00;124.49;120.54;122.2;153115620
ГАЗПРОМ ао;W;29/05/17;00:00;123.83;116.55;119.69;183043590
ГАЗПРОМ ао;W;05/06/17;00:00;121.44;117.82;120.5;119706630
ГАЗПРОМ ао;W;12/06/17;00:00;120.38;111.46;116.02;239213170
ГАЗПРОМ ао;W;19/06/17;00:00;120.09;115.79;119.1;130246110
ГАЗПРОМ ао;W;26/06/17;00:00;120.88;118.02;118.49;106830400
ГАЗПРОМ ао;W;03/07/17;00:00;123.75;118.75;123;131973460
ГАЗПРОМ ао;W;10/07/17;00:00;126.35;123.03;125;121573370
ГАЗПРОМ ао;W;17/07/17;00:00;125.75;118.11;118.95;149282550
ГАЗПРОМ ао;W;24/07/17;00:00;119.7;115.41;116.9;129225610
ГАЗПРОМ ао;W;31/07/17;00:00;119.99;115.08;119.45;129809910
ГАЗПРОМ ао;W;07/08/17;00:00;120.38;116.34;116.93;100135830
ГАЗПРОМ ао;W;14/08/17;00:00;117.99;115.15;116;88384780
ГАЗПРОМ ао;W;21/08/17;00:00;118;115.07;117.85;95083560
ГАЗПРОМ ао;W;28/08/17;00:00;119.21;116.5;117.4;139699690
ГАЗПРОМ ао;W;04/09/17;00:00;120.45;115.66;120.34;146185880
ГАЗПРОМ ао;W;11/09/17;00:00;124.38;119.63;122.5;190180430
ГАЗПРОМ ао;W;18/09/17;00:00;123.35;121.05;121.95;139629020
ГАЗПРОМ ао;W;25/09/17;00:00;124.19;121.7;122.2;116424980
ГАЗПРОМ ао;W;02/10/17;00:00;124.48;119.7;123.47;135673990
ГАЗПРОМ ао;W;09/10/17;00:00;127.39;123.41;126.86;114284840
ГАЗПРОМ ао;W;16/10/17;00:00;127.8;125.05;126.7;125325420
ГАЗПРОМ ао;W;23/10/17;00:00;127.47;123.64;125.94;105252040
ГАЗПРОМ ао;W;30/10/17;00:00;126.93;124.87;125.9;87580060
ГАЗПРОМ ао;W;06/11/17;00:00;133.94;127.05;132.5;202732220
ГАЗПРОМ ао;W;13/11/17;00:00;134.28;127.74;129.65;155256080
ГАЗПРОМ ао;W;20/11/17;00:00;134.19;128.63;133.57;134560960
ГАЗПРОМ ао;W;27/11/17;00:00;135.19;131.72;133.02;146420560
ГАЗПРОМ ао;W;04/12/17;00:00;134.29;131.93;132.6;79381910
ГАЗПРОМ ао;W;11/12/17;00:00;136.42;132.21;135.5;118869750
ГАЗПРОМ ао;W;18/12/17;00:00;136.35;130.2;132.42;127324820
ГАЗПРОМ ао;W;25/12/17;00:00;133.19;128.86;130.5;66979380
ГАЗПРОМ ао;W;01/01/18;00:00;137.12;130.63;137.12;62611590
ГАЗПРОМ ао;W;08/01/18;00:00;144.8;137.6;143.99;179625390
ГАЗПРОМ ао;W;15/01/18;00:00;151;141.89;149.13;224093470
ГАЗПРОМ ао;W;22/01/18;00:00;151.65;146.01;147.19;160624980
ГАЗПРОМ ао;W;29/01/18;00:00;147.29;141.8;144;208280760
ГАЗПРОМ ао;W;05/02/18;00:00;145.2;132.8;135.56;214270560
ГАЗПРОМ ао;W;12/02/18;00:00;140.99;136.03;137.06;153794890
ГАЗПРОМ ао;W;19/02/18;00:00;145.97;137.13;145.97;132045940
ГАЗПРОМ ао;W;26/02/18;00:00;149.98;137.77;138.57;172627960
ГАЗПРОМ ао;W;05/03/18;00:00;143.49;137.38;139.81;88006930
ГАЗПРОМ ао;W;12/03/18;00:00;142.93;137.11;141;148403460
ГАЗПРОМ ао;W;19/03/18;00:00;144;137.82;142;133083820
ГАЗПРОМ ао;W;26/03/18;00:00;143.31;138.27;142.33;106555400
ГАЗПРОМ ао;W;02/04/18;00:00;143.7;139.02;141.5;102461700
ГАЗПРОМ ао;W;09/04/18;00:00;146.89;128.19;142.58;284392010
ГАЗПРОМ ао;W;16/04/18;00:00;145.75;139.87;144.4;123221090
ГАЗПРОМ ао;W;23/04/18;00:00;146.52;141.41;144.3;129612020
ГАЗПРОМ ао;W;30/04/18;00:00;147.29;142.7;143.73;67075820
ГАЗПРОМ ао;W;07/05/18;00:00;151.1;143.16;150.7;96784720
ГАЗПРОМ ао;W;14/05/18;00:00;151.27;145.19;145.65;141465370
ГАЗПРОМ ао;W;21/05/18;00:00;148.2;144.36;145.09;87505120
ГАЗПРОМ ао;W;28/05/18;00:00;145.75;142.52;144;97592380
ГАЗПРОМ ао;W;04/06/18;00:00;147.5;143.05;144.08;81047780
ГАЗПРОМ ао;W;11/06/18;00:00;144.18;137.64;137.73;103617930
ГАЗПРОМ ао;W;18/06/18;00:00;138.5;132.86;136.76;139233500
ГАЗПРОМ ао;W;25/06/18;00:00;141.01;136.5;141.01;98347320
ГАЗПРОМ ао;W;02/07/18;00:00;145.8;140.07;144.96;83299540
ГАЗПРОМ ао;W;09/07/18;00:00;148.37;143.5;146.87;92662730
ГАЗПРОМ ао;W;16/07/18;00:00;148.98;136.42;136.47;117379240
ГАЗПРОМ ао;W;23/07/18;00:00;139.7;136.58;137.99;65349650
ГАЗПРОМ ао;W;30/07/18;00:00;143.79;137.12;142.39;97547230
ГАЗПРОМ ао;W;06/08/18;00:00;146.2;140.32;144.8;112706160
ГАЗПРОМ ао;W;13/08/18;00:00;145.15;139.5;141.01;95532380
ГАЗПРОМ ао;W;20/08/18;00:00;145;140.12;143.6;78543470
ГАЗПРОМ ао;W;27/08/18;00:00;150.2;143.25;149.95;101705430
ГАЗПРОМ ао;W;03/09/18;00:00;151;146.39;148.8;86321890
ГАЗПРОМ ао;W;10/09/18;00:00;156;148.15;152.15;133442700
ГАЗПРОМ ао;W;17/09/18;00:00;159.79;151.41;158.64;204722100
ГАЗПРОМ ао;W;24/09/18;00:00;163.19;157.6;162.61;129465970
ГАЗПРОМ ао;W;01/10/18;00:00;171.95;160.97;170.5;188241380
ГАЗПРОМ ао;W;08/10/18;00:00;176.95;160.6;167;187219510
ГАЗПРОМ ао;W;15/10/18;00:00;168.6;158.19;161.32;117905370
ГАЗПРОМ ао;W;22/10/18;00:00;162.5;151.21;152.5;156065840
ГАЗПРОМ ао;W;29/10/18;00:00;155.47;149.9;153.71;91797470
ГАЗПРОМ ао;W;05/11/18;00:00;159;151.8;153.19;106503540
ГАЗПРОМ ао;W;12/11/18;00:00;155.21;147.55;153.16;128706290
ГАЗПРОМ ао;W;19/11/18;00:00;155;150.3;151.79;82241620
ГАЗПРОМ ао;W;26/11/18;00:00;167.36;146.3;161.29;203625230
ГАЗПРОМ ао;W;03/12/18;00:00;166.65;159;163;144908710
ГАЗПРОМ ао;W;10/12/18;00:00;162.5;153.25;155.4;104735410
ГАЗПРОМ ао;W;17/12/18;00:00;156.41;149.7;151.12;120286710
ГАЗПРОМ ао;W;24/12/18;00:00;153.8;145.02;153.5;65965620
ГАЗПРОМ ао;W;31/12/18;00:00;159.15;154.11;159.15;28741870
ГАЗПРОМ ао;W;07/01/19;00:00;161.13;156.55;161;73748400
ГАЗПРОМ ао;W;14/01/19;00:00;161.5;155.6;159.2;88844930
ГАЗПРОМ ао;W;21/01/19;00:00;162.82;156.57;162.82;100749960
ГАЗПРОМ ао;W;28/01/19;00:00;166.49;159;163.33;125627210
ГАЗПРОМ ао;W;04/02/19;00:00;165.43;158.11;159.8;77684200
ГАЗПРОМ ао;W;11/02/19;00:00;164.28;155.15;159.04;119078490
ГАЗПРОМ ао;W;18/02/19;00:00;159.9;153.01;154.64;87399240
ГАЗПРОМ ао;W;25/02/19;00:00;159.55;152.82;156.71;109400140
ГАЗПРОМ ао;W;04/03/19;00:00;156.76;151.58;151.9;74135610
ГАЗПРОМ ао;W;11/03/19;00:00;154.56;150.51;154.56;106851610
ГАЗПРОМ ао;W;18/03/19;00:00;156.7;151.85;152.29;111067340
ГАЗПРОМ ао;W;25/03/19;00:00;152.91;148.83;149.61;110957540
ГАЗПРОМ ао;W;01/04/19;00:00;159.5;149.92;158.6;147758270
ГАЗПРОМ ао;W;08/04/19;00:00;164.95;157.9;159.12;179263560
ГАЗПРОМ ао;W;15/04/19;00:00;165.4;157.62;162.57;97663470
ГАЗПРОМ ао;W;22/04/19;00:00;164.34;158.58;161;89206090
ГАЗПРОМ ао;W;29/04/19;00:00;166.98;160.68;166.31;96456320
ГАЗПРОМ ао;W;06/05/19;00:00;166.27;162.62;163.61;68983040
ГАЗПРОМ ао;W;13/05/19;00:00;203.45;162.65;198.89;484362340
ГАЗПРОМ ао;W;20/05/19;00:00;212.18;198.3;204.5;236745760
ГАЗПРОМ ао;W;27/05/19;00:00;216.45;200.84;215.1;253202920
ГАЗПРОМ ао;W;03/06/19;00:00;251.65;213.5;230.5;466025800
ГАЗПРОМ ао;W;10/06/19;00:00;237.63;230.4;231.51;136324420
ГАЗПРОМ ао;W;17/06/19;00:00;235.42;228.3;229.09;188409560
ГАЗПРОМ ао;W;24/06/19;00:00;235.47;229.47;232.83;127599560
ГАЗПРОМ ао;W;01/07/19;00:00;256.4;234.1;250.89;235905210
ГАЗПРОМ ао;W;08/07/19;00:00;252.93;244;245.5;169510860
ГАЗПРОМ ао;W;15/07/19;00:00;248.08;215.37;216;177193550
ГАЗПРОМ ао;W;22/07/19;00:00;236;206;234.23;462863550
ГАЗПРОМ ао;W;29/07/19;00:00;239.64;227.91;227.91;230561880
ГАЗПРОМ ао;W;05/08/19;00:00;233.54;222.3;229.96;181750860
ГАЗПРОМ ао;W;12/08/19;00:00;232.97;224.08;224.71;144386150
ГАЗПРОМ ао;W;19/08/19;00:00;233.98;223.65;229.35;129778540
ГАЗПРОМ ао;W;26/08/19;00:00;235.25;223;232.15;169144530
ГАЗПРОМ ао;W;02/09/19;00:00;238.17;229.96;234.49;122285150
ГАЗПРОМ ао;W;09/09/19;00:00;235.62;230.8;232.5;114796890
ГАЗПРОМ ао;W;16/09/19;00:00;235.17;228.5;230.41;136065660
ГАЗПРОМ ао;W;23/09/19;00:00;233.7;225.76;229.01;115291730
ГАЗПРОМ ао;W;30/09/19;00:00;229.46;220.79;221.66;127116720
ГАЗПРОМ ао;W;07/10/19;00:00;227.7;220.68;227.37;92626540
ГАЗПРОМ ао;W;14/10/19;00:00;228.9;224.06;228;88637330
ГАЗПРОМ ао;W;21/10/19;00:00;247.4;227.31;246.71;188447810
ГАЗПРОМ ао;W;28/10/19;00:00;267.4;241.4;263.79;344314050
ГАЗПРОМ ао;W;04/11/19;00:00;272.68;258.91;266;164180970
ГАЗПРОМ ао;W;11/11/19;00:00;265.45;244.8;248.01;409151500
ГАЗПРОМ ао;W;18/11/19;00:00;259.8;244.32;251.99;633616780
ГАЗПРОМ ао;W;25/11/19;00:00;257.54;251.35;257.54;238665410
ГАЗПРОМ ао;W;02/12/19;00:00;263.4;244.77;247.83;311550150
ГАЗПРОМ ао;W;09/12/19;00:00;254.66;246.5;249.5;218995520
ГАЗПРОМ ао;W;16/12/19;00:00;256.58;249.2;255.5;188163560
ГАЗПРОМ ао;W;23/12/19;00:00;257.71;251.11;257.11;108528450
ГАЗПРОМ ао;W;30/12/19;00:00;261.9;254.71;259;57982740
ГАЗПРОМ ао;W;06/01/20;00:00;259;251.2;251.9;115551470
ГАЗПРОМ ао;W;13/01/20;00:00;256.6;247.75;255.39;198867470
ГАЗПРОМ ао;W;20/01/20;00:00;256.1;235.28;237.95;238814850
ГАЗПРОМ ао;W;27/01/20;00:00;237.59;226.57;226.7;355510540
ГАЗПРОМ ао;W;03/02/20;00:00;236;223.8;229.11;254241130
ГАЗПРОМ ао;W;10/02/20;00:00;239.8;224.41;232.5;306079150
ГАЗПРОМ ао;W;17/02/20;00:00;235.75;229.8;232;139096050
ГАЗПРОМ ао;W;24/02/20;00:00;230.06;200.57;202.65;369133200
ГАЗПРОМ ао;W;02/03/20;00:00;211.99;185.13;188.27;532507900
ГАЗПРОМ ао;W;09/03/20;00:00;185.84;161.01;166.1;608605680
ГАЗПРОМ ао;W;16/03/20;00:00;184.69;158.17;176.26;592330300
ГАЗПРОМ ао;W;23/03/20;00:00;186.9;168.04;174.5;423020080
ГАЗПРОМ ао;W;30/03/20;00:00;193.85;170.5;189.77;338418390
ГАЗПРОМ ао;W;06/04/20;00:00;196.26;188.1;192;280588040
ГАЗПРОМ ао;W;13/04/20;00:00;192.36;182.56;184.68;228056850
ГАЗПРОМ ао;W;20/04/20;00:00;191.59;179.05;185.71;226236880
ГАЗПРОМ ао;W;27/04/20;00:00;196.2;185.69;190;196191670
ГАЗПРОМ ао;W;04/05/20;00:00;191.05;183.1;185.34;257313530
ГАЗПРОМ ао;W;11/05/20;00:00;187.2;181.68;183.85;180588680
ГАЗПРОМ ао;W;18/05/20;00:00;199.26;185.14;194.35;327020010
ГАЗПРОМ ао;W;25/05/20;00:00;202.3;193.15;199.95;354230340
ГАЗПРОМ ао;W;01/06/20;00:00;208.15;197.15;203.05;281963000
ГАЗПРОМ ао;W;08/06/20;00:00;206.5;195.15;196.74;166037290
ГАЗПРОМ ао;W;15/06/20;00:00;199.59;191;195.81;223374910
ГАЗПРОМ ао;W;22/06/20;00:00;196.32;190.51;193;180112960
ГАЗПРОМ ао;W;29/06/20;00:00;198.48;192.58;197.2;158775720
ГАЗПРОМ ао;W;06/07/20;00:00;202;197.22;200.94;192054230
ГАЗПРОМ ао;W;13/07/20;00:00;202.33;179.8;184.65;275163160
ГАЗПРОМ ао;W;20/07/20;00:00;189.77;183.88;185.45;157483580
ГАЗПРОМ ао;W;27/07/20;00:00;185.92;180.91;182.59;156353090
ГАЗПРОМ ао;W;03/08/20;00:00;189.98;181.72;187.23;208269850
ГАЗПРОМ ао;W;10/08/20;00:00;194.44;186.83;192.83;179470870
ГАЗПРОМ ао;W;17/08/20;00:00;194.68;183.5;184.51;186588050
ГАЗПРОМ ао;W;24/08/20;00:00;188.01;182.48;182.9;141823320
ГАЗПРОМ ао;W;31/08/20;00:00;186.29;178;179.55;251848250
ГАЗПРОМ ао;W;07/09/20;00:00;179.75;171.11;178.05;215805590
ГАЗПРОМ ао;W;14/09/20;00:00;184.84;177.52;181.52;212763130
ГАЗПРОМ ао;W;21/09/20;00:00;181.37;169.6;173.77;255914350
ГАЗПРОМ ао;W;28/09/20;00:00;175.38;167.22;169.47;248673960
ГАЗПРОМ ао;W;05/10/20;00:00;173.41;165.77;166.97;245626700
ГАЗПРОМ ао;W;12/10/20;00:00;169.8;163.56;163.98;190672900
ГАЗПРОМ ао;W;19/10/20;00:00;167.3;162.8;164.96;194122100
ГАЗПРОМ ао;W;26/10/20;00:00;164.96;153.7;154.28;294197740
ГАЗПРОМ ао;W;02/11/20;00:00;165.84;151.9;164.92;265810160
ГАЗПРОМ ао;W;09/11/20;00:00;181.27;164.9;180.3;428803760
ГАЗПРОМ ао;W;16/11/20;00:00;187.69;178.83;183.21;343229300
ГАЗПРОМ ао;W;23/11/20;00:00;189.1;182.56;185.9;248737980
ГАЗПРОМ ао;W;30/11/20;00:00;189.42;180.04;188.79;267462880
ГАЗПРОМ ао;W;07/12/20;00:00;201.63;187.8;201.5;312122030
ГАЗПРОМ ао;W;14/12/20;00:00;215.38;197.05;212.69;557593380
ГАЗПРОМ ао;W;21/12/20;00:00;212.78;199.19;205.03;388298130
ГАЗПРОМ ао;W;28/12/20;00:00;213.38;205.15;212.98;152165940
ГАЗПРОМ ао;W;04/01/21;00:00;226.24;210.22;225.49;253386420
ГАЗПРОМ ао;W;11/01/21;00:00;231.44;221.81;226.5;353277290
ГАЗПРОМ ао;W;18/01/21;00:00;228.85;210.5;215.49;358787000
ГАЗПРОМ ао;W;25/01/21;00:00;222;212.47;212.83;298292190
ГАЗПРОМ ао;W;01/02/21;00:00;222.21;212.24;222.01;253634990
ГАЗПРОМ ао;W;08/02/21;00:00;229.49;216.77;226.71;273549760
ГАЗПРОМ ао;W;15/02/21;00:00;233.35;221.1;225.84;305271800
ГАЗПРОМ ао;W;22/02/21;00:00;227.3;217.2;217.56;178922450
ГАЗПРОМ ао;W;01/03/21;00:00;228.42;218.25;227;198145450
ГАЗПРОМ ао;W;08/03/21;00:00;235.5;226.05;233.8;190199840
ГАЗПРОМ ао;W;15/03/21;00:00;238.23;222.37;225.4;272806590
ГАЗПРОМ ао;W;22/03/21;00:00;227.6;219.81;227.3;194880640
ГАЗПРОМ ао;W;29/03/21;00:00;231.67;223.32;228.4;145921650
ГАЗПРОМ ао;W;05/04/21;00:00;227.92;220.68;222.15;130103620
ГАЗПРОМ ао;W;12/04/21;00:00;237.45;219.6;235.1;270229450
ГАЗПРОМ ао;W;19/04/21;00:00;234.9;227.14;232.62;214983260
ГАЗПРОМ ао;W;26/04/21;00:00;236.18;228.86;231.38;183300620
ГАЗПРОМ ао;W;03/05/21;00:00;243.99;230.96;241.7;163717440
ГАЗПРОМ ао;W;10/05/21;00:00;250.4;239.05;249.55;216155650
ГАЗПРОМ ао;W;17/05/21;00:00;268.38;249.45;258;296820660
ГАЗПРОМ ао;W;24/05/21;00:00;265.93;257.12;262;182991940
ГАЗПРОМ ао;W;31/05/21;00:00;276.22;259.3;274.3;214948400
ГАЗПРОМ ао;W;07/06/21;00:00;278;272.91;277.05;179595210
ГАЗПРОМ ао;W;14/06/21;00:00;280.45;268.65;270.06;244092710
ГАЗПРОМ ао;W;21/06/21;00:00;279.56;268.09;277.19;170365550
